-0.39,0.78,13.49
0.04,1.18,10.36
0.12,1.26,10.71
-0.08,0.35,11.77
0.24,0.24,10.87
0.35,0.94,11.77
0.63,0.43,12.04
0.08,0.43,11.38
0.20,0.35,11.18
0.27,0.27,11.57
0.31,0.55,11.30
0.08,0.39,11.34
0.08,0.43,11.26
0.08,0.59,10.94
0.27,0.31,11.22
0.04,0.59,11.49
0.24,0.55,11.41
0.16,0.43,11.45
0.16,0.59,11.22
0.12,0.39,11.14
0.59,0.00,11.57
0.59,0.35,9.30
0.59,1.14,11.26
0.12,1.45,11.81
0.00,0.04,11.06
-0.27,0.71,11.02
0.00,0.39,11.69
0.24,0.47,11.53
0.27,0.51,11.06
-0.04,0.35,11.49
0.24,0.67,11.06
0.27,0.31,11.65
0.59,0.00,11.14
0.24,0.55,10.87
0.27,0.59,11.34
0.04,0.35,10.94
-0.08,0.55,11.41
0.00,0.43,11.14
0.12,0.47,11.22
-0.27,-1.41,20.04
-0.12,0.20,11.89
-0.27,-0.31,12.71
-0.35,0.90,13.10
0.04,0.63,12.79
0.31,0.47,11.38
0.20,0.43,11.38
0.43,0.59,10.94
0.12,0.24,12.16
0.00,0.55,11.69
0.12,0.31,11.38
0.27,0.59,11.34
0.24,1.10,10.75
0.12,0.27,11.77
0.16,0.12,11.92
0.51,0.90,11.14
0.16,0.55,11.61
0.04,0.51,11.45
0.24,0.59,11.41
-0.67,0.20,13.57
0.51,0.71,10.36
0.04,0.27,11.26
0.08,0.75,11.10
0.75,0.90,11.18
0.31,0.39,12.24
0.31,-0.04,12.20
0.20,0.39,11.06
0.24,0.94,12.20
0.08,0.75,11.26
0.24,0.67,10.59
0.08,0.27,11.34
0.08,0.47,11.49
0.16,0.35,11.49
0.24,0.16,10.08
1.02,1.73,8.39
0.16,1.33,10.36
0.35,-0.08,11.89
0.39,1.02,8.24
-0.04,0.12,12.43
0.27,0.39,11.65
-0.08,0.43,10.90
0.27,0.67,10.71
0.00,0.86,10.08
0.47,1.10,10.71
0.27,0.31,11.41
-0.20,0.16,12.28
0.16,0.55,11.77
0.12,0.82,11.22
0.31,0.20,11.14
-0.08,0.08,11.02
0.08,0.55,11.30
0.31,0.31,11.26
0.12,0.47,11.49
0.24,0.35,11.69
0.08,1.14,11.57
0.47,0.51,10.51
0.00,-0.59,14.67
-0.39,0.12,13.65
0.16,1.49,10.83
0.35,-0.12,12.83
0.20,1.02,11.14
0.43,0.59,11.22
-0.12,0.51,11.14
0.20,0.35,11.49
0.20,0.39,11.10
0.20,0.43,11.30
0.20,0.63,11.10
0.31,0.59,11.57
0.08,0.55,11.18
0.16,0.24,11.38
0.00,0.78,11.61
0.08,0.35,11.14
0.04,0.51,11.26
0.24,0.55,11.61
0.12,0.55,11.18
0.24,0.47,13.73
-0.12,0.78,10.71
0.08,0.04,11.92
-0.12,-0.27,14.00
0.08,0.16,12.16
0.43,0.71,11.38
