1.10,-0.12,11.77
1.02,0.24,11.49
1.06,0.08,10.83
1.14,0.20,11.14
1.41,0.51,10.90
1.10,0.31,11.49
1.26,0.24,11.10
1.06,0.24,11.69
1.02,0.08,11.34
1.14,0.24,11.38
1.14,0.20,11.34
1.06,0.00,11.57
1.26,0.35,10.87
1.14,0.16,11.38
1.14,0.16,11.26
1.18,0.31,11.02
1.10,0.51,11.22
1.10,0.24,11.45
0.94,0.16,11.73
1.06,-0.08,12.24
1.37,0.43,11.69
0.94,0.43,10.90
1.14,0.20,11.22
0.94,0.27,11.61
1.10,0.16,11.18
1.14,0.43,11.18
1.22,0.27,11.41
1.10,0.24,11.53
1.14,0.31,11.34
1.10,0.27,11.53
1.10,0.24,11.26
1.10,0.24,11.34
1.14,0.16,11.14
1.10,0.35,11.26
1.10,0.27,11.30
1.18,0.20,11.61
1.10,0.08,12.04
1.14,0.43,11.26
1.14,0.43,10.83
1.18,0.51,9.92
0.59,1.49,13.14
1.45,-0.04,9.69
0.82,0.00,10.63
1.41,0.20,12.12
0.98,0.55,10.87
0.98,0.24,10.40
1.06,0.16,11.77
1.14,0.20,11.69
1.26,0.35,11.30
1.18,0.35,11.02
1.02,0.39,11.14
1.14,0.43,11.26
1.18,0.24,11.53
1.14,0.24,11.30
1.14,0.24,11.38
1.14,0.27,11.34
1.06,0.16,11.26
1.02,1.26,10.36
1.33,0.43,10.75
1.10,0.00,12.24
1.02,0.24,11.53
1.10,0.24,11.49
1.14,0.16,11.41
1.10,0.27,11.41
1.06,0.12,11.45
1.14,0.20,11.49
1.18,0.20,11.22
1.06,0.35,11.34
1.06,0.27,11.30
1.10,0.20,11.45
1.10,0.27,11.30
1.06,0.24,11.38
1.10,0.27,11.18
1.14,0.20,11.45
1.06,0.24,11.30
1.22,0.24,11.38
1.18,0.20,11.45
1.14,0.27,11.22
1.06,0.20,11.41
1.14,0.16,11.38
1.33,0.43,11.30
1.26,0.04,11.49
1.29,0.51,10.83
1.02,0.55,11.18
1.06,0.16,11.41
1.29,0.24,11.18
1.22,0.43,10.87
1.06,0.35,11.10
1.10,0.20,11.41
1.06,0.16,11.53
1.06,0.24,11.53
1.14,0.27,11.38
1.06,0.27,11.22
1.06,0.27,11.38
1.14,0.20,11.49
1.10,0.31,11.38
1.14,0.31,11.34
1.10,0.27,11.18
1.22,0.39,11.10
1.10,0.35,11.30
1.14,0.39,11.14
1.18,0.47,10.79
1.33,0.31,10.67
0.98,0.39,11.30
1.22,0.51,10.98
1.02,0.27,11.41
1.02,0.39,11.53
1.14,0.47,11.22
1.10,0.39,11.18
1.06,0.24,11.49
1.10,0.27,11.26
1.18,0.35,11.10
1.10,0.31,11.26
1.10,0.16,11.38
1.02,0.27,11.41
1.22,0.16,11.34
1.06,0.31,11.45
1.14,0.24,11.34
1.06,0.20,11.34
1.22,0.20,10.98
