1.06,0.39,11.14
1.14,0.31,11.06
1.10,0.39,10.90
1.06,0.12,11.57
1.06,0.20,11.34
1.10,0.27,11.26
1.14,0.31,11.18
1.14,0.35,11.34
1.10,0.20,11.38
1.18,0.27,11.22
1.06,0.27,11.26
0.86,0.31,10.94
1.02,0.67,13.02
1.45,0.20,11.89
1.33,0.35,10.67
0.98,0.08,11.89
1.10,0.27,12.04
1.06,0.31,11.10
0.82,1.14,11.41
1.14,0.47,10.90
1.26,0.55,10.36
1.22,0.27,10.36
1.33,0.31,10.87
1.10,-0.24,12.55
1.18,0.16,11.38
1.10,0.16,11.02
1.06,0.12,11.38
0.98,0.20,11.53
1.06,0.31,11.85
1.18,0.24,11.77
1.29,0.75,10.04
1.69,-0.55,10.67
1.37,0.31,11.34
0.75,1.18,12.71
0.98,-0.43,12.00
1.22,0.35,10.43
0.94,-0.24,12.08
1.06,0.86,11.18
1.22,0.24,10.79
0.98,0.39,11.30
1.22,0.27,10.90
0.94,0.27,11.57
1.14,0.20,11.53
1.14,0.31,11.26
0.98,0.27,11.53
1.10,0.31,11.14
1.49,0.43,9.85
1.33,1.53,6.79
0.98,0.43,12.67
1.29,0.43,10.83
1.14,1.77,7.96
1.29,0.82,9.41
1.14,0.20,11.92
1.22,0.86,10.32
1.14,-0.27,11.49
1.18,0.20,11.10
1.18,0.12,11.41
1.14,0.20,11.45
1.14,0.16,11.26
1.22,0.20,11.14
1.26,0.35,10.98
1.06,0.31,11.41
1.14,0.16,11.30
1.10,0.20,11.38
1.10,0.27,11.38
1.02,0.04,12.00
1.14,-0.51,12.32
1.22,0.43,10.98
1.26,0.27,11.14
0.86,0.27,11.53
1.02,0.04,11.02
1.18,0.27,11.38
1.02,0.67,12.08
1.18,0.39,10.79
1.22,0.35,10.63
1.14,0.27,11.53
0.98,0.08,12.20
1.06,0.04,11.10
1.14,0.16,11.38
1.10,0.31,11.10
1.06,0.27,11.61
1.10,0.27,11.53
1.10,0.39,10.87
1.02,0.55,10.83
0.98,0.24,11.34
1.06,-0.12,11.69
1.06,0.55,11.06
1.22,0.24,10.87
1.02,0.31,11.57
1.14,0.39,11.30
1.29,0.04,11.53
0.94,-0.04,12.04
1.10,0.16,11.10
1.29,0.24,11.81
1.10,0.04,12.16
1.14,0.39,11.45
1.10,0.55,11.22
1.14,0.51,10.94
1.29,0.20,10.90
1.14,0.31,11.69
1.26,0.27,11.18
1.14,0.27,11.34
1.10,0.35,11.10
0.94,0.47,11.61
1.33,0.39,11.22
0.90,0.20,11.92
1.02,0.35,11.14
0.98,0.00,11.49
1.26,0.39,10.98
1.14,0.43,11.30
1.18,0.16,11.53
1.22,0.20,11.18
1.02,0.47,11.34
1.29,0.20,10.63
1.14,0.31,11.26
1.14,0.24,11.30
1.06,0.35,10.98
1.18,0.16,11.45
1.22,0.31,11.10
1.14,0.51,10.90
